9.975670590287533113e-02,1.706538343179772599e-01,-8.539809410107731397e-03,2.732637978497382339e-02,-2.143735339945391782e-01,-5.011683862927932553e-01
9.776766330245678649e-02,1.671552701538399077e-01,-8.373141191369587455e-03,2.650479039860759167e-02,-2.100196525342696297e-01,-4.909028293069239157e-01
9.577545066947916463e-02,1.636430809202828462e-01,-8.206028743490842436e-03,2.574065898714347073e-02,-2.056522079403509673e-01,-4.806328097433235635e-01
9.389053564148605591e-02,1.601189919550157770e-01,-8.047321288861177674e-03,2.497811721587649483e-02,-2.013296117611323155e-01,-4.703735336959068425e-01
9.215651665819001026e-02,1.565848861184871432e-01,-7.900019893378462665e-03,2.418707390619278391e-02,-1.970754753992635666e-01,-4.601564416531228607e-01
9.069146452041722262e-02,1.530424097981642473e-01,-7.772594375298545570e-03,2.332844169559998224e-02,-1.929514968224924631e-01,-4.500530506716560186e-01
8.984931688078187650e-02,1.494925323768354630e-01,-7.690511898004485578e-03,2.233635831259538074e-02,-1.891392329075984868e-01,-4.402546343857535738e-01
8.969199163175728406e-02,1.459369669326890939e-01,-7.655873113954609309e-03,2.129311776370649764e-02,-1.865210560313382837e-01,-4.315759000679747492e-01
8.952977178141520442e-02,1.423794330077753911e-01,-7.616725936000862292e-03,2.048246045024102596e-02,-1.848726030227985928e-01,-4.237487671280144585e-01
8.936369710077129991e-02,1.388217524221118382e-01,-7.573032392105506425e-03,1.969020555823480095e-02,-1.834182494188597579e-01,-4.161093495696516209e-01
8.930909996116344340e-02,1.352653953508702600e-01,-7.532502592874009383e-03,1.890472086975798077e-02,-1.820695015312665255e-01,-4.086643114706737245e-01
8.941544484652114155e-02,1.317119718708330278e-01,-7.497843621303613287e-03,1.812196031566581239e-02,-1.807983161698725749e-01,-4.014274990278158262e-01
8.965199905930525126e-02,1.281632759070235605e-01,-7.466324662127367569e-03,1.734278449716895876e-02,-1.795891241262998483e-01,-3.943656623680195095e-01
9.000811950761372637e-02,1.246210116149225056e-01,-7.436640718095315419e-03,1.656786135062366522e-02,-1.784371560756073116e-01,-3.874698868528833051e-01
9.046539436922816646e-02,1.210868699487516881e-01,-7.407074671629073140e-03,1.579865518455843970e-02,-1.773334520598263686e-01,-3.807214791785759056e-01
9.101585754957562668e-02,1.175624782570079546e-01,-7.376630389084811584e-03,1.503626849384500676e-02,-1.762746513491765810e-01,-3.741144244981029487e-01
9.164675222349101535e-02,1.140494423551337844e-01,-7.344085536336747780e-03,1.428212475050602906e-02,-1.752547956256668982e-01,-3.676366703854523910e-01
9.235139556780237735e-02,1.105493162728467815e-01,-7.308630464514685385e-03,1.353736094857660444e-02,-1.742711706746758737e-01,-3.612835226334675243e-01
9.312018548659969919e-02,1.070636271710566217e-01,-7.269341618049129580e-03,1.280324483051074012e-02,-1.733194643879040764e-01,-3.550465770740912630e-01
9.394727586659501473e-02,1.035938566694000335e-01,-7.225550581943858408e-03,1.208083567640509670e-02,-1.723973606428351735e-01,-3.489219555265135053e-01
9.482502992992157542e-02,1.001414562321777113e-01,-7.176538747864649216e-03,1.137123583514870577e-02,-1.715015481036070988e-01,-3.429034689785270262e-01
9.574824123970908374e-02,9.670783534123979230e-02,-7.121755625100050294e-03,1.067539487653071037e-02,-1.706299976131065987e-01,-3.369878302551992943e-01
9.671059431456383026e-02,9.329437130031160985e-02,-7.060636114175316246e-03,9.994262313814623877e-03,-1.697800490668438245e-01,-3.311702853525893553e-01
9.770740954285579705e-02,8.990240156399985361e-02,-6.992732604120296958e-03,9.328671823288345669e-03,-1.689498965875920466e-01,-3.254480067801140408e-01
9.873331409717361895e-02,8.653323016450635563e-02,-6.917602505930288241e-03,8.679435252377293644e-03,-1.681373260134192416e-01,-3.198172150440601880e-01
9.978407812521729314e-02,8.318812262450449302e-02,-6.834889967659283673e-03,8.047272844526146343e-03,-1.673407118075610212e-01,-3.142754512057689964e-01
1.008550353462547983e-01,7.986831029040669661e-02,-6.744254738496327332e-03,7.432872086038615558e-03,-1.665581581271254608e-01,-3.088196224717513205e-01
1.019423477669592626e-01,7.657498688771346984e-02,-6.645423836596262013e-03,6.836844971868613272e-03,-1.657881881944113234e-01,-3.034475694161021808e-01
1.030419014955001322e-01,7.330931153162809077e-02,-6.538145292057402982e-03,6.259765536230757314e-03,-1.650291416588105242e-01,-2.981566979855048705e-01
1.041502048520878965e-01,7.007240634967942805e-02,-6.422221534232919714e-03,5.702143344483193502e-03,-1.642796663205574326e-01,-2.929450939313084645e-01
1.052635917190221787e-01,6.686535864328470302e-02,-6.297478438294955468e-03,5.164447907027204174e-03,-1.635382816920928073e-01,-2.878105346903890860e-01
1.063788800878752300e-01,6.368921921971032463e-02,-6.163787366596381288e-03,4.647092108148267488e-03,-1.628037413218677565e-01,-2.827513077516396467e-01
1.074927781426167211e-01,6.054500400153603468e-02,-6.021043829931429364e-03,4.150448409473450097e-03,-1.620747061461186855e-01,-2.777654731864784288e-01
1.086023836701000833e-01,5.743369284129422325e-02,-5.869182343538843771e-03,3.674838495020644850e-03,-1.613500207059327118e-01,-2.728514852495997345e-01
1.097047258831572863e-01,5.435623076853721147e-02,-5.708161257563973412e-03,3.220544233365971176e-03,-1.606284601477038776e-01,-2.680076228660480120e-01
1.107971577428969734e-01,5.131352714110863633e-02,-5.537972968800265218e-03,2.787801303766308022e-03,-1.599089484228611302e-01,-2.632324787871660465e-01
1.118769896610568304e-01,4.830645665318099996e-02,-5.358632794911688015e-03,2.376806733437009447e-03,-1.591903552050291382e-01,-2.585245038332769640e-01
1.129418092691582692e-01,4.533585872736192041e-02,-5.170186121565890393e-03,1.987715145246450425e-03,-1.584716747709258855e-01,-2.538824063277552723e-01
1.139891774824023374e-01,4.240253836532417719e-02,-4.972699986246851243e-03,1.620643990109257339e-03,-1.577518568018796974e-01,-2.493047735710215707e-01
1.150168993426178982e-01,3.950726571672712878e-02,-4.766268159656035508e-03,1.275671583829245505e-03,-1.570299587930725771e-01,-2.447904108194242923e-01
1.160227618789532872e-01,3.665077682733419023e-02,-4.551004588331969934e-03,9.528407252303589935e-04,-1.563049995125438962e-01,-2.403380145026013659e-01
1.170047728600399212e-01,3.383377334112693674e-02,-4.327047051592925776e-03,6.521580158708605197e-04,-1.555760941468476155e-01,-2.359464716375051785e-01
1.179609254332174006e-01,3.105692318338991106e-02,-4.094551913765087994e-03,3.735962814255565975e-04,-1.548423221603790478e-01,-2.316145661342060569e-01
1.188894174898459388e-01,2.832086036568350063e-02,-3.853696772544466971e-03,1.170948786269773950e-04,-1.541028521833173182e-01,-2.273412544474812114e-01
1.197884313557297242e-01,2.562618562979349784e-02,-3.604676164882600863e-03,-1.174388458280316478e-04,-1.533568177602128157e-01,-2.231253903595267762e-01
1.206563441695995970e-01,2.297346633408713784e-02,-3.347703475761406450e-03,-3.301284102217306158e-04,-1.526034377803943132e-01,-2.189659898497773871e-01
