9.975670590287533113e-02,1.706538343179772599e-01,-8.539809410107731397e-03,2.732637978497382339e-02,-2.143735339945391782e-01,-5.011683862927932553e-01
1.034536224688532707e-01,2.118042720530088352e-01,-1.143635399663268763e-02,2.317923566195683946e-02,-2.082796317005816411e-01,-4.766904671290804196e-01
1.067708500304655334e-01,2.011037311768271718e-01,-1.175171964539017955e-02,2.077496872331849320e-02,-2.022344626161601822e-01,-4.535593436134157108e-01
1.091268273435934827e-01,1.737448161276726188e-01,-1.098826267975694035e-02,1.958629854353660660e-02,-1.967570951118124689e-01,-4.382254811880638146e-01
1.091904308074669594e-01,2.135831325184466556e-01,-1.359203266540711177e-02,1.682985026955967009e-02,-1.917397112341119869e-01,-4.218536977846732428e-01
1.081476582108693990e-01,2.692624704569108185e-01,-1.702314310185118820e-02,1.369336740618991646e-02,-1.886871380718545266e-01,-4.030364905689201582e-01
1.093305197872767032e-01,2.555096715406678931e-01,-1.706578511183545407e-02,1.143462064987084068e-02,-1.870029089462808269e-01,-3.915322125249490193e-01
1.109211447802092299e-01,2.423895955588280526e-01,-1.711498388617010979e-02,9.244597824635932687e-03,-1.856023216150218813e-01,-3.811622154547482655e-01
1.125661352824447181e-01,2.298753380759504805e-01,-1.712792262322189105e-02,7.051996526815922962e-03,-1.843046972705921493e-01,-3.715104499756848311e-01
1.139310407429651867e-01,2.568012955336723691e-01,-1.928921342227598104e-02,4.149077272628934332e-03,-1.826607455295496119e-01,-3.567977877186855884e-01
1.155167100482399345e-01,2.406746488495507541e-01,-1.909751624012901577e-02,2.108372268208480449e-03,-1.815000441994123470e-01,-3.488461305875900087e-01
1.169497056544964442e-01,2.586260510616701924e-01,-2.079020325645097866e-02,-2.915953332368442221e-04,-1.800832533890149301e-01,-3.366054083639347105e-01
1.185165312212683869e-01,2.450884384432887309e-01,-2.070649154441255371e-02,-2.157708136556293985e-03,-1.790336799065478657e-01,-3.293951934279740756e-01
1.199376200245515917e-01,2.516360044500411952e-01,-2.172793339015187744e-02,-4.103986576353828818e-03,-1.778252643170764591e-01,-3.197803742522034032e-01
1.213808376621529489e-01,2.383442940865322657e-01,-2.156994394315691135e-02,-5.749526116868041749e-03,-1.768475489981972959e-01,-3.134198550185400833e-01
1.227142891678837527e-01,2.391148523302149553e-01,-2.218132060186655402e-02,-7.351897774786352729e-03,-1.757676455899978285e-01,-3.054792234896125391e-01
1.240145299217542824e-01,2.263511365889622207e-01,-2.194605591998281813e-02,-8.755655912158044618e-03,-1.748438065774727546e-01,-2.998046009407007717e-01
1.252282106615843216e-01,2.218631937125423725e-01,-2.214401863406347676e-02,-1.005632347121539032e-02,-1.738703141943314379e-01,-2.933355793416375090e-01
1.263586699120477497e-01,2.098717394014944226e-01,-2.183121774509044766e-02,-1.122033991148920981e-02,-1.729781520452308985e-01,-2.882002158637854139e-01
1.274141166801187608e-01,2.036727819785660309e-01,-2.181164211436796910e-02,-1.225952914952611363e-02,-1.720570581717442982e-01,-2.825840925264704873e-01
1.283729085823754057e-01,1.925086506513618845e-01,-2.142998246724445513e-02,-1.318731022975626159e-02,-1.711863020220567022e-01,-2.778918812261152449e-01
1.292632052119955521e-01,1.835743807976283615e-01,-2.112664246968717907e-02,-1.399873071635318253e-02,-1.703164138119379889e-01,-2.731780029455405101e-01
1.300359289714800581e-01,1.730967991822298935e-01,-2.066730148423649369e-02,-1.470954372594718979e-02,-1.694526431559670310e-01,-2.688662786032917085e-01
1.307501737051007251e-01,1.638428572013625739e-01,-2.023103410201407618e-02,-1.531100554181918753e-02,-1.685988776210844142e-01,-2.646432485044010741e-01
1.313465494054980587e-01,1.545324524679615730e-01,-1.973774929249792753e-02,-1.581663763679050719e-02,-1.677329599591262654e-01,-2.605889452141988971e-01
1.318817742201530974e-01,1.456581167160687085e-01,-1.922593274198198740e-02,-1.622989988064584693e-02,-1.668779187405305953e-01,-2.566933531538767022e-01
1.323054261925401542e-01,1.372003394684408462e-01,-1.869469046247345528e-02,-1.655303062655784710e-02,-1.660046538790367066e-01,-2.528800444842015382e-01
1.326708449743789486e-01,1.291396921963420263e-01,-1.815030848742998221e-02,-1.679254218508458019e-02,-1.651392296530427017e-01,-2.492034274001813376e-01
1.329329163829272020e-01,1.214583637166531671e-01,-1.759226793807090392e-02,-1.695226726270994064e-02,-1.642553906260099950e-01,-2.455958180201793517e-01
1.331376965437640336e-01,1.141386771037324888e-01,-1.702562320639954344e-02,-1.703854314191661015e-02,-1.633756237904610553e-01,-2.421045850315990400e-01
1.332456773858095578e-01,1.071643656729043548e-01,-1.645018310442701928e-02,-1.705607500319675923e-02,-1.624766722530369689e-01,-2.386707277195133647e-01
1.332963561083481130e-01,1.005193469945694640e-01,-1.587000038101126290e-02,-1.701076945552987274e-02,-1.615777607448496966e-01,-2.353349819066449522e-01
1.332557124665816606e-01,9.418876187540284328e-02,-1.528513893510041743e-02,-1.690761684578387034e-02,-1.606585765321574544e-01,-2.320464648464311275e-01
1.331576005291878473e-01,8.815797715449855132e-02,-1.469884642311755120e-02,-1.675192609502985930e-02,-1.597355196438657865e-01,-2.288400206863258624e-01
1.329730603695789271e-01,8.241341927423757874e-02,-1.411136238814134081e-02,-1.654858938054001860e-02,-1.587910139893225214e-01,-2.256720391984779472e-01
1.327311646006376633e-01,7.694177209117368521e-02,-1.352528613464565495e-02,-1.630225096459071363e-02,-1.578390623922007185e-01,-2.225722658844478397e-01
